State,District,Name,URL,Party,Office Room,Phone,Committee Assignment
"Washington","4th","Newhouse, Dan","https://newhouse.house.gov","R","460 CHOB","(202) 225-5816","Agriculture;Appropriations;Select Comm on the Strategic Competition US and China"
"Washington","5th","Baumgartner, Michael","https://baumgartner.house.gov/","R","124 CHOB","(202) 225-2006","Education and Workforce;Foreign Affairs;Judiciary"
"Washington","6th","Randall, Emily","https://randall.house.gov/","D","1531 LHOB","(202) 225-5916","Oversight and Government Reform;Natural Resources"
"Washington","7th","Jayapal, Pramila","https://jayapal.house.gov","D","2346 RHOB","(202) 225-3106","Budget;Foreign Affairs;Judiciary"
"Washington","8th","Schrier, Kim","https://schrier.house.gov","D","1110 LHOB","(202) 225-7761","Energy and Commerce"
"Washington","9th","Smith, Adam","https://adamsmith.house.gov/","D","2264 RHOB","(202) 225-8901","Armed Services"
"Washington","10th","Strickland, Marilyn","https://strickland.house.gov","D","1724 LHOB","(202) 225-9740","Armed Services;Transportation and Infrastructure"
"West Virginia","1st","Miller, Carol","https://miller.house.gov/","R","465 CHOB","(202) 225-3452","Ways and Means"
"West Virginia","2nd","Moore, Riley","https://rileymoore.house.gov/","R","1337 LHOB","(202) 225-2711","Appropriations"
"Wisconsin","1st","Steil, Bryan","https://steil.house.gov","R","1526 LHOB","(202) 225-3031","Financial Services;House Administration;Joint Committee of Congress on the Library"
"Wisconsin","2nd","Pocan, Mark","https://pocan.house.gov","D","1026 LHOB","(202) 225-2906","Appropriations"
"Wisconsin","3rd","Van Orden, Derrick","https://vanorden.house.gov","R","1513 LHOB","(202) 225-5506","Agriculture;Armed Services;Veterans' Affairs"
"Wisconsin","4th","Moore, Gwen","https://gwenmoore.house.gov","D","2252 RHOB","(202) 225-4572","Ways and Means"
"Wisconsin","5th","Fitzgerald, Scott","https://fitzgerald.house.gov","R","2444 RHOB","(202) 225-5101","Financial Services;Judiciary"
"Wisconsin","6th","Grothman, Glenn","https://grothman.house.gov","R","1211 LHOB","(202) 225-2476","Budget;Education and Workforce;Oversight and Government Reform;Judiciary"
"Wisconsin","7th","Tiffany, Thomas","https://tiffany.house.gov/","R","451 CHOB","(202) 225-3365","Natural Resources;Judiciary"
"Wisconsin","8th","Wied, Tony","https://wied.house.gov/","R","424 CHOB","(202) 225-5665","Agriculture;Transportation and Infrastructure;Small Business"
"Wyoming","At Large","Hageman, Harriet","https://hageman.house.gov","R","1227 LHOB","(202) 225-2311","Natural Resources;Judiciary"
